"","INDEX","TEAM_BATTING_H","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_BASERUN_CS","TEAM_BATTING_HBP","TEAM_PITCHING_H","TEAM_PITCHING_HR","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","Flag_TEAM_BATTING_3B_zero","Flag_TEAM_BATTING_HR_zero","H_TO_SO_R","Flag_TEAM_BATTING_SO","Flag_TEAM_BATTING_SO_zero","Flag_TEAM_BATTING_BB_zero","SB_CS_R","Flag_TEAM_BASERUN_SB","Flag_TEAM_BASERUN_SB2","Flag_TEAM_BASERUN_SB_zero","FlagSB","Flag_TEAM_BASERUN_CS","FlagCS","FlagCS1","Flagbat_HBP","FlagPH","FlagPHR","FlagPBB","FlagPBB1","Flag_TEAM_Pitching_strikeouts","FlagPSO","FlagPSO1","FlagE","flag_DP"
"1022","1130",1465,222,67,79,494,837,105,61,58,1465,79,494,1092,133,160,"0","0",0.571331058020478,0,"0","0",0.580952380952381,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1023","1131",1457,261,42,121,477,873,96,56,58,1457,121,477,1092,152,159,"0","0",0.599176389842141,0,"0","0",0.583333333333333,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1024","1132",1388,244,32,125,536,916,163,75,58,1388,125,536,1092,130,108,"0","0",0.659942363112392,0,"0","0",0.460122699386503,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1025","1133",1386,238,28,122,526,936,162,46,58,1386,122,526,1092,115,113,"0","0",0.675324675324675,0,"0","0",0.283950617283951,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1026","1134",1338,239,31,96,474,840,198,71,58,1338,96,474,1092,138,124,"0","0",0.62780269058296,0,"0","0",0.358585858585859,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1027","1135",1316,239,28,97,530,860,144,62,58,1316,97,530,1092,140,121,"0","0",0.653495440729483,0,"0","0",0.430555555555556,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1028","1136",1301,209,32,94,548,997,179,83,58,1301,94,548,1092,131,124,"0","0",0.766333589546503,0,"0","0",0.463687150837989,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1029","1137",1345,240,43,79,502,1027,125,68,58,1345,79,502,1092,161,129,"0","0",0.763568773234201,0,"0","0",0.544,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1030","1138",1350,255,38,96,506,1025,139,54,58,1350,96,506,1092,112,125,"0","0",0.759259259259259,0,"0","0",0.388489208633094,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1031","1139",1459,288,37,138,497,911,103,60,58,1459,138,497,1092,125,141,"0","0",0.624400274160384,0,"0","0",0.58252427184466,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1032","1140",1548,355,35,169,555,1011,175,62,58,2057.5,238,782,1092,101,155,"0","0",0.653100775193798,0,"0","0",0.354285714285714,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","1","0",0
"1033","1141",1578,293,25,123,637,1116,198,68,58,1775,138,717,1092,136,135,"0","0",0.707224334600761,0,"0","0",0.343434343434343,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1034","1142",1445,297,29,129,554,1057,180,63,58,1445,129,554,1092,138,130,"0","0",0.731487889273356,0,"0","0",0.35,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1035","1143",1427,314,40,133,633,1085,171,74,58,1427,133,633,1092,131,169,"0","0",0.760336370007008,0,"0","0",0.432748538011696,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1036","1144",1578,326,28,166,621,1122,155,51,58,1578,166,621,1092,108,144,"0","0",0.711026615969582,0,"0","0",0.329032258064516,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1037","1145",1463,293,23,168,728,1138,166,75,58,1463,168,728,1092,106,168,"0","0",0.777853725222146,0,"0","0",0.451807228915663,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1038","1146",1547,289,36,249,673,1129,114,52,83,1547,249,673,1092,133,149,"0","0",0.729799612152553,0,"0","0",0.456140350877193,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1039","1147",1500,313,29,208,581,1119,64,49,89,1500,208,581,1092,110,138,"0","0",0.746,0,"0","0",0.765625,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1040","1148",1441,291,32,167,589,1120,71,27,59,1441,167,589,1092,83,149,"0","0",0.777238029146426,0,"0","0",0.380281690140845,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1041","1149",1466,308,30,191,557,1021,66,30,81,1466,191,557,1092,95,149,"0","0",0.696452933151432,0,"0","0",0.454545454545455,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1042","1151",1400,281,32,161,481,1037,115,44,72,1400,161,481,1092,89,146,"0","0",0.740714285714286,0,"0","0",0.382608695652174,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1043","1152",1407,275,27,174,585,1076,79,36,73,1407,174,585,1092,80,164,"0","0",0.764747690120824,0,"0","0",0.455696202531646,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1044","1153",1463,205,41,8,173,532,100,11.6666666666667,58,2057.5,22,467,1092,542,100,"0","0",0.363636363636364,0,"0","0",NA,1,1,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",0
"1045","1154",1347,195,94,30,189,848,100,34.4444444444444,58,2057.5,45,286,1092,542,149,"0","0",0.629547141796585,0,"0","0",NA,1,1,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"1046","1155",1389,208,90,42,386,487,297.25,19.4444444444444,58,2057.5,54,496,626,542,149,"0","0",0.350611951043917,0,"0","0",NA,0,0,"0","1",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1047","1156",1320,216,40,41,283,590,297.25,30,58,1584,49,340,708,542,149,"0","0",0.446969696969697,0,"0","0",NA,0,0,"0","1",1,"0","0","1","0","0","0","0",0,"0","0","1",1
"1048","1157",1639,276,42,75,456,540,305,25,58,2057.5,91,551,653,542,149,"0","0",0.329469188529591,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1049","1158",1227,174,75,23,353,741,315,17.2222222222222,58,1506,28,433,1092,542,149,"0","0",0.603911980440098,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","1","1",1
"1050","1159",1485,192,90,21,508,740,297.25,17.2222222222222,58,1756,25,601,1092,542,149,"0","0",0.498316498316498,0,"0","0",NA,0,0,"0","1",1,"0","0","1","0","0","0","0",0,"0","1","1",1
"1051","1161",1469,242,83,42,428,666,183,40,58,1576,45,459,715,299,145,"0","0",0.453369639210347,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1052","1162",1277,212,70,30,390,533,152,20,58,1352,32,413,564,260,102,"0","0",0.417384494909945,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1053","1163",1311,179,32,98,522,901,129,70,58,1311,98,522,1092,156,114,"0","0",0.687261632341724,0,"0","0",0.542635658914729,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1054","1164",1341,202,41,97,514,958,97,53,58,1341,97,514,1092,152,162,"0","0",0.714392244593587,0,"0","0",0.54639175257732,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1055","1165",1331,226,40,80,493,824,131,46,58,1339,80,496,1092,133,179,"0","0",0.6190833959429,0,"0","0",0.351145038167939,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1056","1166",1385,231,27,82,562,748,89,46,58,1457,86,591,787,122,173,"0","0",0.540072202166065,0,"0","0",0.51685393258427,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1057","1167",1440,239,40,114,644,696,105,69,58,1440,114,644,696,167,192,"0","0",0.483333333333333,0,"0","0",0.657142857142857,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1058","1168",1448,232,42,89,550,768,146,76,58,1448,89,550,768,152,166,"0","0",0.530386740331492,0,"0","0",0.520547945205479,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1059","1170",1490,259,57,65,484,650,218,106,58,1490,65,484,650,139,147,"0","0",0.436241610738255,0,"0","0",0.486238532110092,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1060","1171",1549,299,77,146,522,687,170,87,58,1549,146,522,687,137,145,"0","0",0.443511943189154,0,"0","0",0.511764705882353,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1061","1173",1596,286,79,116,528,675,207,76,58,1596,116,528,675,146,160,"0","0",0.422932330827068,0,"0","0",0.367149758454106,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1062","1175",1497,266,46,96,473,659,157,83,58,2057.5,151,744,1092,113,148,"0","0",0.440213760855043,0,"0","0",0.528662420382166,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","1","0",0
"1063","1177",1515,273,54,109,397,722,182,47,58,1515,109,397,722,164,178,"0","0",0.476567656765677,0,"0","0",0.258241758241758,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1064","1179",1384,261,49,154,473,840,128,48,58,1384,154,473,1092,127,160,"0","0",0.606936416184971,0,"0","0",0.375,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1065","1180",1403,264,45,137,474,919,97,46,58,1403,137,474,1092,123,153,"0","0",0.655024946543122,0,"0","0",0.474226804123711,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1066","1181",1443,239,40,168,523,1034,125,43,58,1443,168,523,1092,131,151,"0","0",0.716562716562717,0,"0","0",0.344,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1067","1182",1428,277,40,122,489,950,138,54,58,1437,123,492,1092,125,148,"0","0",0.665266106442577,0,"0","0",0.391304347826087,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1068","1183",1428,227,41,101,554,897,154,51,58,1428,101,554,1092,111,139,"0","0",0.628151260504202,0,"0","0",0.331168831168831,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1069","1185",1475,290,41,117,523,969,119,68,58,1475,117,523,1092,125,141,"0","0",0.656949152542373,0,"0","0",0.571428571428571,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1070","1186",1411,284,42,75,439,741,131,71,58,1411,75,439,741,122,164,"0","0",0.525159461374911,0,"0","0",0.541984732824427,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1071","1187",1455,294,35,125,428,936,100,75,58,1455,125,428,1092,96,150,"0","0",0.643298969072165,0,"0","0",0.75,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1072","1188",1481,297,54,141,530,983,197,87,58,2057.5,199,747,1092,113,144,"0","0",0.663740715732613,0,"0","0",0.441624365482233,0,0,"0","0",0,"0","0","1","1","0","0","0",0,"0","1","0",0
"1073","1189",1434,270,39,134,534,955,135,60,58,1613,151,601,1092,101,189,"0","0",0.665969316596932,0,"0","0",0.444444444444444,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1074","1190",1486,288,38,124,532,949,196,86,58,1495,125,535,1092,112,185,"0","0",0.638627187079408,0,"0","0",0.438775510204082,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1075","1191",1487,258,35,159,564,1068,131,66,58,1496,160,568,1092,89,169,"0","0",0.7182246133154,0,"0","0",0.50381679389313,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1076","1192",1468,276,40,135,478,990,136,50,58,1477,136,481,1092,126,173,"0","0",0.674386920980926,0,"0","0",0.367647058823529,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1077","1194",1644,281,27,150,511,840,121,35,48,1644,150,511,1092,102,185,"0","0",0.510948905109489,0,"0","0",0.289256198347107,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1078","1195",1503,277,37,152,406,898,100,42,44,1503,152,406,1092,117,204,"0","0",0.597471723220226,0,"0","0",0.42,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1079","1197",1526,288,39,162,476,926,120,42,75,1526,162,476,1092,108,143,"0","0",0.606815203145478,0,"0","0",0.35,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1080","1198",1432,261,29,150,461,1057,67,48,76,1432,150,461,1092,131,169,"0","0",0.738128491620112,0,"0","0",0.716417910447761,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1081","1200",1515,335,37,124,474,1040,65,34,64,1515,124,474,1092,98,189,"0","0",0.686468646864686,0,"0","0",0.523076923076923,0,0,"0","0",0,"0","0","0","0","0","0","0",0,"0","1","0",0
"1082","1201",1142,213,31,12,252,1085,100,31.1111111111111,58,2057.5,25,517,1092,542,149,"0","0",0.950087565674256,0,"0","0",NA,1,1,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"1083","1202",1518,162,68,17,281,77,136,15,58,2057.5,145,693.5,657,542,149,"0","0",0.0507246376811594,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","1",0,"0","0","1",1
"1084","1203",1316,174,73,25,279,650,100,10,58,2057.5,39,435,1092,542,149,"0","0",0.493920972644377,0,"0","0",NA,1,1,"0","0",1,"0","0","1","1","0","0","0",0,"0","1","1",1
"1085","1204",1397,175,94,20,344,469,100,26.1111111111111,58,2057.5,29,498,678,542,149,"0","0",0.335719398711525,0,"0","0",NA,1,1,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1086","1205",1491,232,95,19,512,618,293,19.4444444444444,58,1763,22,605,731,542,149,"0","0",0.414486921529175,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","1",1
"1087","1206",1549,242,99,30,551,441,297.25,37.7777777777778,58,2057.5,36,666,533,542,149,"0","0",0.284699806326662,0,"0","0",NA,0,0,"0","1",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1088","1208",1496,222,93,56,650,474,297.25,42.2222222222222,58,1769,66,769,560,542,149,"0","0",0.316844919786096,0,"0","0",NA,0,0,"0","1",1,"0","0","1","0","0","0","0",0,"0","0","1",1
"1089","1209",1464,231,94,54,649,453,297.25,22.7777777777778,58,2057.5,68,693.5,569,401,149,"0","0",0.309426229508197,0,"0","0",NA,0,0,"0","1",1,"0","0","1","1","0","0","1",0,"0","0","0",1
"1090","1210",1458,236,82,27,549,514,398,28.3333333333333,58,1724,32,649,608,542,149,"0","0",0.352537722908093,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","1",1
"1091","1211",1514,193,110,32,662,532,297.25,63.3333333333333,58,1593,34,696,560,419,149,"0","0",0.351387054161163,0,"0","0",NA,0,0,"0","1",1,"0","0","1","0","0","0","0",0,"0","0","0",1
"1092","1212",1519,219,105,57,599,375,270,57.7777777777778,58,2057.5,72,758,475,542,149,"0","0",0.246872942725477,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1093","1213",1864,282,161,52,576,364,349,37.2222222222222,58,2057.5,64,712,450,542,149,"0","0",0.195278969957082,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1094","1214",1645,234,95,48,491,393,226,52.7777777777778,58,2057.5,59,607,486,402,149,"0","0",0.238905775075988,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",1
"1095","1215",1598,215,108,35,425,333,245,41.1111111111111,58,2057.5,43,526,412,367,149,"0","0",0.208385481852315,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",1
"1096","1216",1648,248,88,29,431,313,230,33.8888888888889,58,2057.5,36,529,384,542,149,"0","0",0.189927184466019,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","1",1
"1097","1217",1468,174,74,19,366,351,145,44.4444444444444,58,1640,21,409,392,373,149,"0","0",0.239100817438692,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",1
"1098","1219",1695,237,96,31,501,324,326,23.3333333333333,58,2057.5,37,597,386,361,122,"0","0",0.191150442477876,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",0
"1099","1220",1666,245,111,38,372,535,212,16.6666666666667,58,2057.5,45,443,637,335,118,"0","0",0.321128451380552,0,"0","0",NA,0,0,"0","0",1,"0","0","1","1","0","0","0",0,"0","0","0",0
"1100","1221",1458,173,58,22,374,574,170,36.6666666666667,58,1712,26,439,674,323,93,"0","0",0.393689986282579,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1101","1222",1431,211,67,18,622,934.720955091239,325,42.7777777777778,58,1705,21,741,1092,338,117,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"1102","1224",1338,164,64,31,349,881.504034874658,198,31.1111111111111,58,1426,33,372,1092,542,108,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","1",0
"1103","1225",1232,150,72,27,414,995.841378310283,187,29.4444444444444,58,1313,29,441,1092,302,78,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"1104","1228",1225,186,62,17,349,897.311040879583,149,32.7777777777778,58,1297,18,370,1092,292,91,"0","0",NA,1,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",1,"0","1","0",0
"1105","1230",1294,163,77,30,459,738,199,24.4444444444444,58,1398,32,496,797,262,121,"0","0",0.57032457496136,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1106","1231",1458,233,77,34,519,618,190,40.5555555555556,58,1544,36,550,654,270,102,"0","0",0.423868312757202,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1107","1232",1516,210,94,42,392,603,204,63.3333333333333,58,1648,46,426,656,264,136,"0","0",0.397757255936675,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1108","1233",1458,181,95,33,396,588,182,61.6666666666667,58,1534,35,417,619,261,118,"0","0",0.403292181069959,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1109","1234",1351,176,80,15,334,529,140,134,58,1440,16,356,564,254,102,"0","0",0.391561806069578,0,"0","0",0.957142857142857,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1110","1235",1437,205,84,29,373,579,197,50.5555555555556,58,1512,31,392,609,236,95,"0","0",0.402922755741127,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1111","1236",1394,171,84,27,358,565,139,37.7777777777778,58,1496,29,384,606,263,109,"0","0",0.405308464849354,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1112","1237",1353,156,80,13,273,419,145,40,58,1740,17,351,539,248,95,"0","0",0.309682187730968,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1113","1238",1472,193,76,29,299,469,130,37.2222222222222,58,1703,34,346,543,252,97,"0","0",0.318614130434783,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1114","1239",1571,216,104,29,378,411,74,84,58,1653,31,398,432,238,124,"0","0",0.261616804583068,0,"0","0",1.13513513513514,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1115","1240",1573,223,91,63,346,426,97,78,58,1676,67,369,454,247,151,"0","0",0.270820089001907,0,"0","0",0.804123711340206,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1116","1242",1640,225,85,65,447,402,75,53,58,1725,68,470,423,306,144,"0","0",0.245121951219512,0,"0","0",0.706666666666667,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1117","1243",1614,239,57,76,470,376,36,48,58,1698,80,494,396,206,127,"0","0",0.232961586121437,0,"0","0",1.33333333333333,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1118","1245",1427,260,66,42,503,491,80,23.8888888888889,58,1511,44,533,520,241,101,"0","0",0.344078486334968,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1119","1247",1475,242,74,70,590,540,86,25.5555555555556,58,1562,74,625,572,230,120,"0","0",0.366101694915254,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1120","1250",1560,256,82,76,436,546,48,44.4444444444444,58,1663,81,465,582,199,164,"0","0",0.35,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1121","1251",1618,311,62,116,408,604,64,48.8888888888889,58,1702,122,429,635,191,178,"0","0",0.373300370828183,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1122","1252",1496,237,54,66,420,480,87,37.7777777777778,58,1584,70,445,508,187,127,"0","0",0.320855614973262,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1123","1254",1584,249,66,62,455,551,64,25,58,1677,66,482,583,199,155,"0","0",0.347853535353535,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1124","1255",1597,277,45,35,410,482,58,28.3333333333333,58,1680,37,431,507,212,113,"0","0",0.30181590482154,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1125","1256",1483,273,56,39,497,617,73,41.1111111111111,58,1570,41,526,653,229,134,"0","0",0.416048550236008,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1126","1257",1437,245,86,66,664,669,72,30,58,1562,72,722,727,171,161,"0","0",0.465553235908142,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1127","1258",1504,281,60,83,597,677,62,64,58,1592,88,632,717,186,166,"0","0",0.450132978723404,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1128","1259",1505,271,74,98,553,604,59,49,58,1594,104,586,640,194,116,"0","0",0.401328903654485,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1129","1260",1572,301,73,106,631,563,38,165.555555555556,58,1654,112,664,592,170,131,"0","0",0.358142493638677,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1130","1262",1529,278,37,41,614,447,61,165.138888888889,58,1619,43,650,473,177,145,"0","0",0.292347939829954,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1131","1263",1525,268,54,59,511,474,47,128.333333333333,58,1604,62,538,499,207,118,"0","0",0.310819672131148,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1132","1264",1544,270,75,60,662,457,79,147.222222222222,58,1624,63,696,481,242,151,"0","0",0.295984455958549,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1133","1265",1429,242,69,57,718,597,104,53,58,1484,59,746,620,181,160,"0","0",0.41777466759972,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1134","1266",1502,254,53,87,770,590,93,39,58,1580,92,810,621,136,173,"0","0",0.392809587217044,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1135","1267",1465,269,57,96,632,720,120,51,58,1541,101,665,757,168,159,"0","0",0.491467576791809,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1136","1268",1554,248,49,160,671,600,123,51,58,1635,168,706,631,130,170,"0","0",0.386100386100386,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1137","1269",1537,260,48,204,639,665,81,42,58,1617,215,672,700,134,193,"0","0",0.432661027976578,0,"0","0",NA,0,0,"0","0",1,"0","0","1","0","0","0","0",0,"0","0","0",0
"1138","1270",1559,257,38,190,622,670,92,72,58,1609,196,642,691,132,198,"0","0",0.429762668377165,0,"0","0",0.782608695652174,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1139","1271",1461,211,34,162,702,740,95,52,58,1547,172,743,784,111,179,"0","0",0.506502395619439,0,"0","0",0.547368421052632,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1140","1272",1608,288,62,219,689,722,95,49,58,1692,230,725,760,124,169,"0","0",0.449004975124378,0,"0","0",0.515789473684211,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1141","1273",1492,259,59,196,667,657,48,41,58,1570,206,702,691,136,145,"0","0",0.440348525469169,0,"0","0",0.854166666666667,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1142","1274",1489,244,47,213,714,760,84,59,58,1577,226,756,805,141,165,"0","0",0.510409670920081,0,"0","0",0.702380952380952,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","0","0",0
"1143","1275",1383,223,38,188,683,776,68,39,58,1455,198,718,1092,117,157,"0","0",0.561099060014461,0,"0","0",0.573529411764706,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1144","1276",1394,198,40,155,579,892,63,36,58,1466,163,609,1092,134,143,"0","0",0.639885222381636,0,"0","0",0.571428571428571,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1145","1277",1364,175,53,181,521,894,77,49,58,1435,190,548,1092,153,208,"0","0",0.655425219941349,0,"0","0",0.636363636363636,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1146","1278",1412,204,48,154,614,925,87,53,58,1466,160,638,1092,118,160,"0","0",0.655099150141643,0,"0","0",0.609195402298851,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1147","1279",1402,227,40,133,556,880,100,56,58,1475,140,585,1092,130,149,"0","0",0.627674750356633,0,"0","0",0.56,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1148","1280",1429,203,42,165,627,837,90,47,58,1503,174,660,1092,143,170,"0","0",0.585724282715185,0,"0","0",0.522222222222222,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1149","1281",1483,189,64,137,562,870,194,42,58,1456,135,552,1092,188,141,"0","0",0.586648685097775,0,"0","0",0.216494845360825,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
"1150","1282",1361,178,34,110,453,867,124,70,58,1361,110,453,1092,158,129,"0","0",0.637031594415871,0,"0","0",0.564516129032258,0,0,"0","0",0,"0","0","1","0","0","0","0",0,"0","1","0",0
