Column1,INDEX,TARGET_WINS,TEAM_BATTING_H,TEAM_BATTING_2B,TEAM_BATTING_3B,TEAM_BATTING_HR,TEAM_BATTING_BB,TEAM_BATTING_SO,TEAM_BASERUN_SB,TEAM_BASERUN_CS,TEAM_BATTING_HBP,TEAM_PITCHING_H,TEAM_PITCHING_HR,TEAM_PITCHING_BB,TEAM_PITCHING_SO,TEAM_FIELDING_E,TEAM_FIELDING_DP,TEAM_BATTING_1B,log_TEAM_BATTING_1B,log_TEAM_BATTING_3B,log_TEAM_BASERUN_SB,log_TEAM_BASERUN_CS,log_TEAM_BATTING_2B,log_TEAM_BATTING_HR,log_TEAM_PITCHING_HR,log_TEAM_PITCHING_H,log_TEAM_FIELDING_E,sqrt_TEAM_PITCHING_HR,SB_PCT
1146,1278,91,1412,204,48,154,614,925,87,53,58,1466,160,638,1092,118,160,1006,6.913737351,3.871201011,4.465908119,3.970291914,5.318119994,-5.036952602,10.15034763,7.290292882,4.770684624,12.64911064,0.621428571
1147,1279,86,1402,227,40,133,556,880,100,56,58,1475,140,585,1092,130,149,1002,6.909753282,3.688879454,4.605170186,4.025351691,5.424950017,-4.890349128,9.883284845,7.296413269,4.86753445,11.83215957,0.641025641
1148,1280,94,1429,203,42,165,627,837,90,47,58,1503,174,660,1092,143,170,1019,6.926577033,3.737669618,4.49980967,3.850147602,5.313205979,-5.105945474,10.3181106,7.31521839,4.96284463,13.19090596,0.656934307
1149,1281,100,1483,189,64,137,562,870,194,42,58,1456,135,552,1092,188,141,1093,6.996681488,4.158883083,5.267858159,3.737669618,5.241747015,-4.919980926,9.810549557,7.283448229,5.236441963,11.61895004,0.822033898
1150,1282,99,1361,178,34,110,453,867,124,70,58,1361,110,453,1092,158,129,1039,6.946013991,3.526360525,4.820281566,4.248495242,5.18178355,-4.700480366,9.400960732,7.215975003,5.062595033,10.48808848,0.639175258
1151,1283,80,1375,180,39,79,438,893,141,60,58,1375,79,438,1092,170,126,1077,6.981934677,3.663561646,4.94875989,4.094344562,5.192956851,-4.369447852,8.738895705,7.22620901,5.135798437,8.888194417,0.701492537
1152,1284,97,1329,193,32,78,492,891,172,77,58,1329,78,492,1092,134,135,1026,6.933423026,3.465735903,5.147494477,4.343805422,5.262690189,-4.356708827,8.713417653,7.192182059,4.8978398,8.831760866,0.690763052
1153,1285,95,1399,201,27,108,430,830,94,64,58,1399,108,430,1092,133,128,1063,6.968850378,3.295836866,4.543294782,4.158883083,5.303304908,-4.682131227,9.364262454,7.243512975,4.890349128,10.39230485,0.594936709
1154,1286,73,1281.5,203,38,82,485,881,56,47,58,1285,82,485,1092,160,144,958.5,6.865369562,3.63758616,4.025351691,3.850147602,5.313205979,-4.406719247,8.813438495,7.158513997,5.075173815,9.055385138,0.54368932
1155,1287,76,1281.5,202,36,67,439,980,57,43,58,1234,67,439,1092,144,144,976.5,6.88397475,3.583518938,4.043051268,3.761200116,5.308267697,-4.204692619,8.409385239,7.118016204,4.9698133,8.185352772,0.57
1156,1288,85,1405,185,52,97,484,823,80,51,58,1405,97,484,1092,109,130,1071,6.97634807,3.951243719,4.382026635,3.931825633,5.220355825,-4.574710979,9.149421957,7.247792582,4.691347882,9.848857802,0.610687023
1157,1289,88,1524,234,67,88,544,846,139,57,58,1533,89,547,1092,134,136,1135,7.03438793,4.204692619,4.934473933,4.043051268,5.455321115,-4.477336814,8.977272739,7.334981879,4.8978398,9.433981132,0.709183673
1158,1290,89,1469,213,38,95,489,755,76,40,58,1469,95,489,755,131,159,1123,7.023758955,3.63758616,4.33073334,3.688879454,5.361292166,-4.553876892,9.107753783,7.292337176,4.875197323,9.746794345,0.655172414
1159,1291,89,1410,186,41,102,502,821,86,41,58,1474,107,525,1092,169,152,1081,6.985641818,3.713572067,4.454347296,3.713572067,5.225746674,-4.624972813,9.345657669,7.295735073,5.129898715,10.34408043,0.677165354
1160,1292,96,1482,220,29,111,500,800,110,50,58,1491,112,503,805,126,167,1122,7.022868086,3.36729583,4.700480366,3.912023005,5.393627546,-4.709530201,9.436997743,7.307202315,4.836281907,10.58300524,0.6875
1161,1293,102,1511,231,34,139,597,820,149,75,58,1511,139,597,1092,157,122,1107,7.009408933,3.526360525,5.003946306,4.317488114,5.442417711,-4.934473933,9.868947866,7.320526962,5.056245805,11.78982612,0.665178571
1162,1294,88,1355,217,31,118,611,825,138,52,58,1355,118,611,1092,127,106,989,6.896694332,3.433987204,4.927253685,3.951243719,5.379897354,-4.770684624,9.541369249,7.211556733,4.844187086,10.86278049,0.726315789
1163,1295,92,1371,200,34,91,486,744,144,55,58,1371,91,486,744,128,154,1046,6.952728645,3.526360525,4.9698133,4.007333185,5.298317367,-4.510859507,9.021719013,7.22329568,4.852030264,9.539392014,0.72361809
1164,1296,98,1484,223,28,191,588,896,114,62,58,1484,191,588,1092,124,160,1042,6.948897222,3.33220451,4.736198448,4.127134385,5.407171771,-5.252273428,10.50454686,7.302496424,4.820281566,13.82027496,0.647727273
1165,1297,95,1435,251,27,149,610,818,137,52,58,1435,149,610,1092,140,138,1008,6.915723449,3.295836866,4.919980926,3.951243719,5.525452939,-5.003946306,10.00789261,7.268920128,4.941642423,12.20655562,0.724867725
1166,1298,79,1443,220,24,183,556,834,106,46,58,1443,183,556,1092,118,123,1016,6.923628628,3.17805383,4.663439094,3.828641396,5.393627546,-5.209486153,10.41897231,7.274479559,4.770684624,13.52774926,0.697368421
1167,1299,91,1453,208,24,147,489,841,122,72,58,1444,146,486,1092,122,148,1074,6.979145275,3.17805383,4.804021045,4.276666119,5.33753808,-4.990432587,9.967213243,7.275172319,4.804021045,12.08304597,0.628865979
1168,1300,93,1449,196,29,121,487,810,108,68,58,2057.5,178,717,1092,128,149,1103,7.005789019,3.36729583,4.682131227,4.219507705,5.278114659,-4.795790546,10.3635671,7.629246933,4.852030264,13.34166406,0.613636364
1169,1301,88,1487,222,32,138,528,804,151,56,58,1487,138,528,804,139,131,1095,6.998509642,3.465735903,5.017279837,4.025351691,5.402677382,-4.927253685,9.85450737,7.304515946,4.934473933,11.74734012,0.729468599
1170,1302,91,1358,197,34,146,541,925,166,76,58,1358,146,541,1092,168,132,981,6.88857246,3.526360525,5.111987788,4.33073334,5.283203729,-4.983606622,9.967213243,7.213768308,5.123963979,12.08304597,0.685950413
1171,1303,79,1316,213,23,102,488,829,109,69,58,1316,102,488,1092,163,146,978,6.88550967,3.135494216,4.691347882,4.234106505,5.361292166,-4.624972813,9.249945627,7.182352112,5.093750201,10.09950494,0.612359551
1172,1304,95,1434,226,28,129,539,846,136,58,58,1434,129,539,1092,166,131,1051,6.957497371,3.33220451,4.912654886,4.060443011,5.420534999,-4.859812404,9.719624809,7.268223021,5.111987788,11.35781669,0.701030928
1173,1306,73,1389,236,23,125,445,923,128,59,58,1389,125,445,1092,155,144,1005,6.91274282,3.135494216,4.852030264,4.077537444,5.463831805,-4.828313737,9.656627475,7.236339343,5.043425117,11.18033989,0.684491979
1174,1307,95,1354,218,25,100,440,953,132,46,58,1362,101,443,1092,143,127,1011,6.918695219,3.218875825,4.882801923,3.828641396,5.384495063,-4.605170186,9.230241034,7.216709487,4.96284463,10.04987562,0.741573034
1175,1308,78,1329,244,17,90,513,896,82,55,58,1346,91,519,1092,119,155,978,6.88550967,2.833213344,4.406719247,4.007333185,5.497168225,-4.49980967,9.021719013,7.20489251,4.779123493,9.539392014,0.598540146
1176,1309,86,1436,222,27,129,538,952,141,65,58,1436,129,538,1092,130,123,1058,6.964135612,3.295836866,4.94875989,4.17438727,5.402677382,-4.859812404,9.719624809,7.26961675,4.86753445,11.35781669,0.684466019
1177,1310,93,1366,191,29,108,583,957,126,68,58,1366,108,583,1092,123,126,1038,6.945051064,3.36729583,4.836281907,4.219507705,5.252273428,-4.682131227,9.364262454,7.21964204,4.812184355,10.39230485,0.649484536
1178,1311,63,1333,201,34,72,503,899,142,78,58,1333,72,503,1092,173,136,1026,6.933423026,3.526360525,4.955827058,4.356708827,5.303304908,-4.276666119,8.553332238,7.19518732,5.153291594,8.485281374,0.645454545
1179,1312,81,1458,234,28,130,492,937,126,61,58,1458,130,492,1092,132,141,1066,6.971668605,3.33220451,4.836281907,4.110873864,5.455321115,-4.86753445,9.735068901,7.284820913,4.882801923,11.40175425,0.673796791
1180,1313,82,1499,227,41,163,520,976,105,53,58,2057.5,232,739,1092,125,148,1068,6.97354302,3.713572067,4.65396035,3.970291914,5.424950017,-5.093750201,10.89347474,7.629246933,4.828313737,15.23154621,0.664556962
1181,1315,90,1396,215,33,150,516,1190,124,40,58,1396,150,516,1092,125,143,998,6.905753276,3.496507561,4.820281566,3.688879454,5.370638028,-5.010635294,10.02127059,7.241366283,4.828313737,12.24744871,0.756097561
1182,1316,88,1488,242,33,174,498,1079,131,64,58,1488,174,498,1092,116,104,1039,6.946013991,3.496507561,4.875197323,4.158883083,5.488937726,-5.159055299,10.3181106,7.305188215,4.753590191,13.19090596,0.671794872
1183,1317,83,1374,209,27,159,447,1056,137,53,58,1374,159,447,1092,134,154,979,6.886531643,3.295836866,4.919980926,3.970291914,5.342334252,-5.068904202,10.1378084,7.225481473,4.8978398,12.60952021,0.721052632
1184,1318,77,1480,253,23,187,594,1030,167,68,58,1480,187,594,1092,137,134,1017,6.924612396,3.135494216,5.117993812,4.219507705,5.533389489,-5.231108617,10.46221723,7.299797367,4.919980926,13.67479433,0.710638298
1185,1319,86,1408,265,28,211,668,1083,95,42,51,1408,211,668,1092,135,151,904,6.80682936,3.33220451,4.553876892,3.737669618,5.579729826,-5.351858133,10.70371627,7.249925537,4.905274778,14.52583905,0.693430657
1186,1320,86,1399,264,27,206,519,1062,89,42,56,1399,206,519,1092,116,138,902,6.80461452,3.295836866,4.48863637,3.737669618,5.575949103,-5.327876169,10.65575234,7.243512975,4.753590191,14.35270009,0.679389313
1187,1321,92,1464,286,29,155,428,940,96,37,53,1464,155,428,1092,90,134,994,6.901737207,3.36729583,4.564348191,3.610917913,5.655991811,-5.043425117,10.08685023,7.288927695,4.49980967,12.4498996,0.721804511
1188,1322,85,1328,260,25,124,407,985,80,36,72,1328,124,407,1092,119,164,919,6.823286122,3.218875825,4.382026635,3.583518938,5.560681631,-4.820281566,9.640563131,7.19142933,4.779123493,11.13552873,0.689655172
1189,1324,71,1374,284,21,149,541,1094,58,35,67,1374,149,541,1092,106,141,920,6.82437367,3.044522438,4.060443011,3.555348061,5.648974238,-5.003946306,10.00789261,7.225481473,4.663439094,12.20655562,0.623655914
1190,1325,88,1552,307,58,153,601,959,128,49,51,1552,153,601,1092,115,174,1034,6.941190055,4.060443011,4.852030264,3.891820298,5.726847748,-5.030437921,10.06087584,7.347299701,4.744932128,12.36931688,0.723163842
1191,1326,74,1573,167,34,15,59,241,100,44,58,2057.5,37,417.5,592,500,108,1357,7.21303166,3.526360525,4.605170186,3.784189634,5.117993812,-2.708050201,7.221835825,7.629246933,6.295266001,6.08276253,0.694444444
1192,1327,95,1779,203,97,24,157,378,100,52,58,2057.5,65,424,1092,500,100,1455,7.28276118,4.574710979,4.605170186,3.951243719,5.313205979,-3.17805383,8.34877454,7.629246933,6.295266001,8.062257748,0.657894737
1193,1329,87,1488,190,107,23,234,509,100,185.5555556,58,2057.5,38,391,1092,500,149,1168,7.063048163,4.672828834,4.605170186,5.223354328,5.247024072,-3.135494216,7.275172319,7.629246933,6.295266001,6.164414003,0.350194553
1194,1330,102,1506,228,104,26,219,612,100,40,58,2057.5,39,329,1092,500,149,1148,7.045776577,4.644390899,4.605170186,3.688879454,5.429345629,-3.258096538,7.327123292,7.629246933,6.295266001,6.244997998,0.714285714
1195,1331,77,1426,182,120,27,220,648,100,43,58,2057.5,39,318,1092,500,149,1097,7.00033446,4.787491743,4.605170186,3.761200116,5.204006687,-3.295836866,7.327123292,7.629246933,6.295266001,6.244997998,0.699300699
1196,1332,79,1541,217,105,24,488,665,241,56,58,2057.5,29,581,792,500,149,1195,7.085901464,4.65396035,5.484796933,4.025351691,5.379897354,-3.17805383,6.73459166,7.629246933,6.295266001,5.385164807,0.811447811
1197,1333,91,1691,231,117,32,519,424,297.25,101,58,2057.5,38,618,505,500,149,1311,7.178545484,4.762173935,5.694573536,4.615120517,5.442417711,-3.465735903,7.275172319,7.629246933,6.295266001,6.164414003,0.746390458
1198,1334,58,1412,220,80,17,386,725,382,100,58,1694,20,463,1092,500,149,1095,6.998509642,4.382026635,5.945420609,4.605170186,5.393627546,-2.833213344,5.991464547,7.434847875,6.295266001,4.472135955,0.79253112
1199,1335,32,1466,200,88,26,376,612,238,76,58,1721,31,441,718,500,149,1152,7.049254841,4.477336814,5.472270674,4.33073334,5.298317367,-3.258096538,6.867974409,7.450660796,6.295266001,5.567764363,0.757961783
1200,1336,108,1608,191,80,18,503,565,297.25,44,58,2057.5,22,617,693,500,149,1319,7.184629153,4.382026635,5.694573536,3.784189634,5.252273428,-2.890371758,6.182084907,7.629246933,6.295266001,4.69041576,0.871062271
1201,1337,64,1475,154,82,20,524,559,272,39,58,1744,24,620,661,500,149,1219,7.105786129,4.406719247,5.605802066,3.663561646,5.036952602,-2.995732274,6.356107661,7.463936604,6.295266001,4.898979486,0.874598071
1202,1338,67,1281.5,142,65,19,461,541,293,72,58,1372,20,491,577,500,149,1055.5,6.961769867,4.17438727,5.680172609,4.276666119,4.955827058,-2.944438979,5.991464547,7.224024808,6.295266001,4.472135955,0.802739726
1203,1339,65,1536,229,95,25,629,397,263,56.11111111,58,2057.5,32,693.5,515,425,149,1187,7.079184395,4.553876892,5.572154032,4.027333852,5.433722004,-3.218875825,6.931471806,7.629246933,6.052089169,5.656854249,0.824164345
1204,1340,45,1503,216,110,52,436,454,270,48.88888889,58,2057.5,65,543,566,500,149,1125,7.025538315,4.700480366,5.598421959,3.88955015,5.375278408,-3.951243719,8.34877454,7.629246933,6.295266001,8.062257748,0.846689895
1205,1341,43,1632,211,90,42,428,399,193,45,58,2057.5,52,529,493,500,149,1289,7.161622003,4.49980967,5.262690189,3.80666249,5.351858133,-3.737669618,7.902487437,7.629246933,6.295266001,7.211102551,0.81092437
1206,1342,47,1480,176,99,46,459,528,241,45,58,2057.5,57,568,653,500,149,1159,7.055312843,4.59511985,5.484796933,3.80666249,5.170483995,-3.828641396,8.086102536,7.629246933,6.295266001,7.549834435,0.842657343
1207,1343,65,1492,199,87,50,461,565,243,52,58,2057.5,62,574,704,500,149,1156,7.052721049,4.465908119,5.493061443,3.951243719,5.293304825,-3.912023005,8.25426877,7.629246933,6.295266001,7.874007874,0.823728814
1208,1344,75,1490,161,76,34,402,460,252,52,58,1599,36,431,494,410,149,1219,7.105786129,4.33073334,5.529429088,3.951243719,5.081404365,-3.526360525,7.167037877,7.377133713,6.01615716,6,0.828947368
1209,1345,80,1582,205,72,43,465,400,248,51,58,1686,46,496,426,407,149,1262,7.140453043,4.276666119,5.513428746,3.931825633,5.323009979,-3.761200116,7.657282793,7.430114139,6.008813185,6.782329983,0.829431438
1210,1346,34,1695.25,209,54,7,34,81,34,20,58,2057.5,47,417.5,547,500,149,1425.25,7.262102516,3.988984047,3.526360525,2.995732274,5.342334252,-1.945910149,7.700295203,7.629246933,6.295266001,6.8556546,0.62962963
1211,1347,54,1281.5,135,23,14,248.25,363.75,36,22.77777778,58,2057.5,187,417.5,495.5,500,149,1109.5,7.011664742,3.135494216,3.583518938,3.125785402,4.905274778,-2.63905733,10.46221723,7.629246933,6.295266001,13.67479433,0.612476371
1212,1348,64,1281.5,179,27,125,626,1015,167,59,58,1276,125,626,1092,167,149,950.5,6.856988162,3.295836866,5.117993812,4.077537444,5.187385806,-4.828313737,9.656627475,7.151485464,5.117993812,11.18033989,0.738938053
1213,1349,65,1305,202,24,126,592,985,91,73,58,1305,126,592,1092,136,142,953,6.859614904,3.17805383,4.510859507,4.290459441,5.308267697,-4.836281907,9.672563814,7.17395832,4.912654886,11.22497216,0.554878049
1214,1350,69,1281.5,161,23,105,546,930,83,53,58,1202,106,549,1092,139,153,992.5,6.900227013,3.135494216,4.418840608,3.970291914,5.081404365,-4.65396035,9.326878188,7.091742115,4.934473933,10.29563014,0.610294118
1215,1351,68,1281.5,173,23,91,490,901,66,59,58,1298,95,509,1092,144,151,994.5,6.902240098,3.135494216,4.189654742,4.077537444,5.153291594,-4.510859507,9.107753783,7.168579897,4.9698133,9.746794345,0.528
1216,1352,74,1399,229,40,145,563,977,110,66,58,1399,145,563,1092,145,167,985,6.892641641,3.688879454,4.700480366,4.189654742,5.433722004,-4.976733742,9.953467485,7.243512975,4.976733742,12.04159458,0.625
1217,1354,68,1343,242,34,146,553,922,65,64,58,1343,146,553,1092,180,162,921,6.825460036,3.526360525,4.17438727,4.158883083,5.488937726,-4.983606622,9.967213243,7.202661197,5.192956851,12.08304597,0.503875969
1218,1355,66,1334,171,38,89,514,915,62,61,58,1342,90,517,1092,153,161,1036,6.943122423,3.63758616,4.127134385,4.110873864,5.141663557,-4.48863637,8.999619341,7.201916318,5.030437921,9.486832981,0.504065041
1219,1356,67,1425,255,46,125,443,862,85,67,58,1425,125,443,1092,139,165,999,6.906754779,3.828641396,4.442651256,4.204692619,5.541263545,-4.828313737,9.656627475,7.261927093,4.934473933,11.18033989,0.559210526
1220,1357,93,1530,265,38,173,520,805,95,53,58,1530,173,520,805,150,144,1054,6.960347729,3.63758616,4.553876892,3.970291914,5.579729826,-5.153291594,10.30658319,7.333023014,5.010635294,13.15294644,0.641891892
1221,1358,96,1562,293,41,186,552,750,101,53,58,1572,187,555,755,128,154,1042,6.948897222,3.713572067,4.615120517,3.970291914,5.680172609,-5.225746674,10.46221723,7.360103973,4.852030264,13.67479433,0.655844156
1222,1359,86,1555,298,36,203,455,745,131,56,58,1555,203,455,745,147,189,1018,6.925595197,3.583518938,4.875197323,4.025351691,5.697093487,-5.313205979,10.62641196,7.349230825,4.990432587,14.24780685,0.700534759
1223,1360,92,1428,257,30,143,446,685,58,54,58,2057.5,213,663,1092,117,201,998,6.905753276,3.401197382,4.060443011,3.988984047,5.549076085,-4.96284463,10.72258433,7.629246933,4.762173935,14.59451952,0.517857143
1224,1361,95,1599,277,41,216,484,714,84,52,58,1599,216,484,714,125,185,1065,6.970730078,3.713572067,4.430816799,3.951243719,5.624017506,-5.375278408,10.75055682,7.377133713,4.828313737,14.69693846,0.617647059
1225,1362,87,1556,281,57,132,475,665,101,49,58,1556,132,475,665,113,162,1086,6.9902565,4.043051268,4.615120517,3.891820298,5.638354669,-4.882801923,9.765603845,7.349873705,4.727387819,11.48912529,0.673333333
1226,1364,71,1476,252,44,102,465,751,69,34,58,1485,103,468,756,143,154,1078,6.982862751,3.784189634,4.234106505,3.526360525,5.529429088,-4.624972813,9.269457976,7.303170051,4.96284463,10.14889157,0.669902913
1227,1365,77,1402,257,38,128,533,992,101,50,58,1411,129,536,1092,147,147,979,6.886531643,3.63758616,4.615120517,3.912023005,5.549076085,-4.852030264,9.719624809,7.252053952,4.990432587,11.35781669,0.668874172
1228,1366,91,1552,272,46,163,598,1040,176,74,58,1552,163,598,1092,145,155,1071,6.97634807,3.828641396,5.170483995,4.304065093,5.605802066,-5.093750201,10.1875004,7.347299701,4.976733742,12.76714533,0.704
1229,1367,87,1409,258,26,113,439,911,159,55,58,1409,113,439,1092,120,146,1012,6.91968385,3.258096538,5.068904202,4.007333185,5.552959585,-4.727387819,9.454775637,7.250635512,4.787491743,10.63014581,0.742990654
1230,1368,81,1415,235,32,126,455,791,165,62,58,1415,126,455,791,155,164,1022,6.929516771,3.465735903,5.105945474,4.127134385,5.459585514,-4.836281907,9.672563814,7.25488481,5.043425117,11.22497216,0.726872247
1231,1369,74,1408,247,36,128,519,821,164,72,58,1408,128,519,1092,149,152,997,6.90475077,3.583518938,5.099866428,4.276666119,5.509388337,-4.852030264,9.704060528,7.249925537,5.003946306,11.3137085,0.694915254
1232,1370,83,1523,247,53,116,556,802,106,68,58,1523,116,556,802,118,176,1107,7.009408933,3.970291914,4.663439094,4.219507705,5.509388337,-4.753590191,9.507180382,7.328437353,4.770684624,10.77032961,0.609195402
1233,1373,75,1472,335,30,139,587,958,83,52,58,2057.5,196,693.5,1092,120,183,968,6.875232087,3.401197382,4.418840608,3.951243719,5.814130532,-4.934473933,10.55622932,7.629246933,4.787491743,14,0.614814815
1234,1374,73,1495,280,47,144,565,900,118,45,58,1682,162,636,1092,118,209,1024,6.931471806,3.850147602,4.770684624,3.80666249,5.634789603,-4.9698133,10.17519267,7.427738841,4.770684624,12.72792206,0.72392638
1235,1375,80,1578,304,40,178,624,986,101,48,58,1578,178,624,1092,134,180,1056,6.962243464,3.688879454,4.615120517,3.871201011,5.717027701,-5.18178355,10.3635671,7.363913501,4.8978398,13.34166406,0.677852349
1236,1376,78,1424,296,27,136,497,973,104,55,58,1433,137,500,1092,126,172,965,6.872128101,3.295836866,4.644390899,4.007333185,5.690359454,-4.912654886,9.839961852,7.267525428,4.836281907,11.70469991,0.65408805
1237,1377,74,1439,266,17,152,532,1039,81,59,58,1439,152,532,1092,110,192,1004,6.9117473,2.833213344,4.394449155,4.077537444,5.583496309,-5.023880521,10.04776104,7.271703707,4.700480366,12.32882801,0.578571429
1238,1378,74,1533,301,30,166,662,1072,82,33,58,1543,167,666,1092,128,143,1036,6.943122423,3.401197382,4.406719247,3.496507561,5.707110265,-5.111987788,10.23598762,7.341483852,4.852030264,12.92284798,0.713043478
1239,1379,73,1366,297,25,177,620,1245,72,44,61,1366,177,620,1092,118,187,867,6.765038977,3.218875825,4.276666119,3.784189634,5.693732139,-5.176149733,10.35229947,7.21964204,4.770684624,13.3041347,0.620689655
1240,1380,68,1378,273,30,209,488,1399,66,36,72,1378,209,488,1092,103,156,866,6.763884909,3.401197382,4.189654742,3.583518938,5.609471795,-5.342334252,10.6846685,7.228388452,4.634728988,14.45683229,0.647058824
1241,1381,56,1369,269,29,139,500,1125,94,50,55,1369,139,500,1092,103,154,932,6.837332815,3.36729583,4.543294782,3.912023005,5.59471138,-4.934473933,9.868947866,7.221835825,4.634728988,11.78982612,0.652777778
1242,1382,68,1423,266,24,196,547,1221,99,39,71,1423,196,547,1092,114,142,937,6.842683282,3.17805383,4.59511985,3.663561646,5.583496309,-5.278114659,10.55622932,7.260522598,4.736198448,14,0.717391304
1243,1383,67,1366,297,32,136,543,1320,139,40,68,1374,137,546,1092,118,133,901,6.803505258,3.465735903,4.934473933,3.688879454,5.693732139,-4.912654886,9.839961852,7.225481473,4.770684624,11.70469991,0.776536313
1244,1384,81,1413,327,19,175,531,1162,79,34,73,1413,175,531,1092,119,139,892,6.793466133,2.944438979,4.369447852,3.526360525,5.789960171,-5.164785974,10.32957195,7.253470383,4.779123493,13.22875656,0.699115044
1245,1385,75,1400,301,20,180,502,1233,71,37,82,1400,180,502,1092,117,126,899,6.801283034,2.995732274,4.262679877,3.610917913,5.707110265,-5.192956851,10.3859137,7.244227516,4.762173935,13.41640786,0.657407407
1246,1386,74,1562,233,101,40,434,414,155,61,58,2057.5,49,529,504,393,118,1188,7.0800265,4.615120517,5.043425117,4.110873864,5.451038454,-3.688879454,7.783640596,7.629246933,5.973809612,7,0.717592593
1247,1387,73,1594,312,79,56,392,353,144,46,58,2057.5,67,467,420,376,83,1147,7.044905117,4.369447852,4.9698133,3.828641396,5.743003188,-4.025351691,8.409385239,7.629246933,5.929589143,8.185352772,0.757894737
1248,1388,51,1281.5,203,85,20,304,547,155,57,58,1491,24,359,647,310,102,973.5,6.880897825,4.442651256,5.043425117,4.043051268,5.313205979,-2.995732274,6.356107661,7.307202315,5.736572297,4.898979486,0.731132075
1249,1390,69,1281.5,207,73,24,320,790.6047683,181,38,58,1291,26,343,1092,342,82,977.5,6.884998292,4.290459441,5.198497031,3.63758616,5.332718793,-3.17805383,6.516193076,7.163172391,5.834810737,5.099019514,0.826484018
1250,1391,59,1281.5,156,70,28,330,835.3460501,252,39,58,1376,30,356,1092,295,84,1027.5,6.934883946,4.248495242,5.529429088,3.663561646,5.049856007,-3.33220451,6.802394763,7.226936018,5.686975356,5.477225575,0.865979381
1251,1392,53,1334,144,62,13,418,879.0345959,239,154.4444444,58,1431,14,448,1092,332,74,1115,7.016609684,4.127134385,5.476463552,5.039834449,4.9698133,-2.564949357,5.278114659,7.26612878,5.805134969,3.741657387,0.607455521
1252,1394,45,1281.5,159,44,10,342,816.3968013,145,165.1388889,58,1263,11,365,1092,298,107,1068.5,6.974011075,3.784189634,4.976733742,5.106786871,5.068904202,-2.302585093,4.795790546,7.141245122,5.697093487,3.31662479,0.467532468
1253,1395,71,1281.5,156,49,10,482,696.3848924,206,119.5833333,58,1353,11,517,1092,283,106,1066.5,6.972137538,3.891820298,5.327876169,4.784013478,5.049856007,-2.302585093,4.795790546,7.210079628,5.645446898,3.31662479,0.63271052
1254,1396,67,1376,167,57,17,490,790.6047683,226,165.5555556,58,1447,18,515,1092,322,95,1135,7.03438793,4.043051268,5.420534999,5.109306822,5.117993812,-2.833213344,5.780743516,7.277247727,5.774551546,4.242640687,0.577185017
1255,1397,97,1383,215,92,21,503,884.2982761,292,158.8888889,58,1474,22,536,1092,317,98,1055,6.961296046,4.521788577,5.676753802,5.068205146,5.370638028,-3.044522438,6.182084907,7.295735073,5.758901774,4.69041576,0.64760966
1256,1398,95,1348,164,85,20,463,626,302,143.8888889,58,1418,21,487,659,276,128,1079,6.983789965,4.442651256,5.710427017,4.969041397,5.099866428,-2.995732274,6.089044875,7.257002707,5.620400866,4.582575695,0.677298779
1257,1399,85,1310,185,85,19,494,673,231,171,58,1378,20,520,708,265,122,1021,6.928537818,4.442651256,5.442417711,5.141663557,5.220355825,-2.944438979,5.991464547,7.228388452,5.579729826,4.472135955,0.574626866
1258,1400,90,1281.5,161,84,13,485,573,197,112,58,1373,14,514,607,244,107,1023.5,6.930983405,4.430816799,5.283203729,4.718498871,5.081404365,-2.564949357,5.278114659,7.224753406,5.497168225,3.741657387,0.637540453
1259,1401,80,1311,180,64,13,566,632,196,119.5833333,58,1388,14,599,669,246,126,1054,6.960347729,4.158883083,5.278114659,4.784013478,5.192956851,-2.564949357,5.278114659,7.235619141,5.505331536,3.741657387,0.621072089
1260,1402,78,1311,183,74,4,529,608,176,165.1388889,58,1388,4,560,644,266,134,1050,6.956545443,4.304065093,5.170483995,5.106786871,5.209486153,-1.386294361,2.772588722,7.235619141,5.583496309,2,0.515918899
1261,1403,91,1448,197,62,5,476,457,173,180,58,2057.5,6,602,578,286,120,1184,7.076653815,4.127134385,5.153291594,5.192956851,5.283203729,-1.609437912,3.583518938,7.629246933,5.655991811,2.449489743,0.490084986
1262,1404,65,1433,205,73,28,481,591,164,132.2222222,58,1658,32,557,684,263,100,1127,7.027314514,4.290459441,5.099866428,4.884484009,5.323009979,-3.33220451,6.931471806,7.413367336,5.572154032,5.656854249,0.55363841
1263,1405,72,1626,248,86,38,461,579,172,122,58,1733,41,491,617,247,101,1254,7.134093721,4.454347296,5.147494477,4.804021045,5.513428746,-3.63758616,7.427144133,7.45760929,5.509388337,6.403124237,0.585034014
1264,1406,85,1554,254,102,44,489,500,118,70,58,1645,47,518,529,248,162,1154,7.050989447,4.624972813,4.770684624,4.248495242,5.537334267,-3.784189634,7.700295203,7.405495663,5.513428746,6.8556546,0.627659574
1265,1407,73,1467,241,80,47,482,465,99,57,58,1543,49,507,489,211,169,1099,7.002155954,4.382026635,4.59511985,4.043051268,5.484796933,-3.850147602,7.783640596,7.341483852,5.351858133,7,0.634615385
1266,1408,79,1520,237,98,28,563,474,108,71,58,1609,30,596,502,226,193,1157,7.053585727,4.584967479,4.682131227,4.262679877,5.468060141,-3.33220451,6.802394763,7.383368147,5.420534999,5.477225575,0.603351955
